dt,ema_stack,rsi_momentum,macd_hist,market_structure,bb_squeeze,session_filter,mtf_daily_trend,candle_momentum,rsi14,log_atr14,adx14,bb_bandwidth,macd_hist_raw,ret1,ret3,rv20,hour_sin,hour_cos,dow_sin,dow_cos
2026-06-11 01:00:00,,,,,,,-0.53333333333333333,,,,,,0,,,,0.25881904510252074,0.96592582628906831,0.43388373911755823,-0.90096886790241903
2026-06-11 02:00:00,,,,,,,-0.53333333333333333,,,,,,3.382336182333745e-05,0.00045956879382988425,,,0.49999999999999994,0.86602540378443871,0.43388373911755823,-0.90096886790241903
2026-06-11 03:00:00,,,,,,,-0.53333333333333333,,,,,,9.975991753314872e-05,0.00063264538870672071,,,0.70710678118654746,0.70710678118654757,0.43388373911755823,-0.90096886790241903
2026-06-11 04:00:00,,,,,,0.10000000000000001,-0.53333333333333333,,,,,,0.00021022029687799203,0.0010131318327530614,0.0021053460152896664,,0.8660254037844386,0.50000000000000011,0.43388373911755823,-0.90096886790241903
2026-06-11 05:00:00,,,,,,0.10000000000000001,-0.53333333333333333,,,,,,0.00022936043115827685,-0.00051942656476394733,0.0011263506566958348,,0.96592582628906831,0.25881904510252074,0.43388373911755823,-0.90096886790241903
2026-06-11 06:00:00,,,,,,0.10000000000000001,-0.53333333333333333,,,,,,0.00021015834113650408,-0.0002424914273842782,0.00025121384060483587,,1,6.123233995736766e-17,0.43388373911755823,-0.90096886790241903
2026-06-11 07:00:00,,,,,,-0.29999999999999999,-0.53333333333333333,,,,,,0.00020318959139163461,0.0002424914273842782,-0.00051942656476394733,,0.96592582628906831,-0.25881904510252063,0.43388373911755823,-0.90096886790241903
2026-06-11 08:00:00,,,,,,-0.29999999999999999,-0.53333333333333333,,,,,,0.00018017812991749497,-7.7937260544669318e-05,-7.7937260544669318e-05,,0.86602540378443871,-0.49999999999999978,0.43388373911755823,-0.90096886790241903
2026-06-11 09:00:00,,,,,,-0.29999999999999999,-0.53333333333333333,,,,,,0.00011791274196677347,-0.00048507948458648142,-0.00032052531774687254,,0.70710678118654757,-0.70710678118654746,0.43388373911755823,-0.90096886790241903
2026-06-11 10:00:00,,,,,,-0.29999999999999999,-0.53333333333333333,,,,,,9.0836781708211246e-05,0.00028587888459383204,-0.0002771378605373187,,0.49999999999999994,-0.86602540378443871,0.43388373911755823,-0.90096886790241903
2026-06-11 11:00:00,,,,0,,-0.14999999999999999,-0.53333333333333333,,,,,,-1.5079057936227412e-05,-0.0011006488005178561,-0.0012998494005105055,,0.25881904510252102,-0.9659258262890682,0.43388373911755823,-0.90096886790241903
2026-06-11 12:00:00,,,,0,,-0.29999999999999999,-0.53333333333333333,,,,,,-7.3564295782747283e-05,0.00013873113062104481,-0.00067603878530297923,,1.2246467991473532e-16,-1,0.43388373911755823,-0.90096886790241903
2026-06-11 13:00:00,,,,0,,-0.29999999999999999,-0.53333333333333333,,,,,,-0.00012525263275050831,-0.00021677585028492818,-0.0011786935201817395,,-0.25881904510252079,-0.96592582628906831,0.43388373911755823,-0.90096886790241903
2026-06-11 14:00:00,,,,0,,0.29999999999999999,-0.53333333333333333,,,,,,-0.00010969713581594271,0.00059818725044102905,0.00052014253077714567,,-0.49999999999999972,-0.86602540378443882,0.43388373911755823,-0.90096886790241903
2026-06-11 15:00:00,,,-0.66740431390781318,0,,0.29999999999999999,-0.53333333333333333,0.49788892963658743,71.205040294054555,-6.8311585086156379,,,-8.7021467873833974e-05,0.00012999337052124749,0.00051140477067734835,,-0.70710678118654713,-0.70710678118654791,0.43388373911755823,-0.90096886790241903
2026-06-11 16:00:00,,,-0.81956279257426345,0,,-0.29999999999999999,-0.53333333333333333,-0.14459082765645809,61.572403760807738,-6.7528975081952218,,,-0.00013490186116890476,-0.00087561504543287594,-0.0001474344244705994,,-0.86602540378443837,-0.50000000000000044,0.43388373911755823,-0.90096886790241903
2026-06-11 17:00:00,,,-0.9551852619404686,0,,-0.14999999999999999,-0.53333333333333333,-0.91959741710705445,53.540580209401064,-6.7273764013044772,,,-0.00022610251869907677,-0.00090242532915008056,-0.001648047004061709,,-0.96592582628906831,-0.25881904510252063,0.43388373911755823,-0.90096886790241903
2026-06-11 18:00:00,,,-0.98814996024194646,0,,-0.14999999999999999,-0.53333333333333333,-0.97267255091172,50.216855907922877,-6.7362224484329403,,,-0.00030405954095401679,-0.00042546356633238469,-0.0022035039409153412,,-1,-1.8369701987210297e-16,0.43388373911755823,-0.90096886790241903
2026-06-11 19:00:00,,,-0.99650990634090464,0,,-0.14999999999999999,-0.53333333333333333,-0.94254814385046348,46.830481195199937,-6.7505927816043965,,,-0.00037148876661933524,-0.00046039916551504634,-0.0017882880609975116,,-0.96592582628906842,0.2588190451025203,0.43388373911755823,-0.90096886790241903
2026-06-11 20:00:00,,,-0.67431372778478282,0,,0.14999999999999999,-0.53333333333333333,0.96832491112493191,66.252239835871933,-6.4758608670943234,,0.0041170369180065555,-0.00012608037400777111,0.0036426437273723578,0.0027567809955249267,,-0.8660254037844386,0.50000000000000011,0.43388373911755823,-0.90096886790241903
2026-06-11 21:00:00,,,0.4538879763911845,0,,0.14999999999999999,-0.53333333333333333,0.99114612364821941,68.300843798615801,-6.4314216251325416,,0.0043712773826417323,7.8831226285179903e-05,0.0005971673674049216,0.003779411929262233,0.001007969410574752,-0.70710678118654768,0.70710678118654735,0.43388373911755823,-0.90096886790241903
2026-06-11 22:00:00,,,0.96114854092098512,0,,0.14999999999999999,-0.53333333333333333,0.99940739353928076,73.561144722576529,-6.3649293651436611,,0.0053332413701223814,0.00033742165069041184,0.00181527473454976,0.0060550858293270393,0.0010752273565627442,-0.50000000000000044,0.86602540378443837,0.43388373911755823,-0.90096886790241903
2026-06-11 23:00:00,,,0.99402668093583091,0,,0.14999999999999999,-0.53333333333333333,0.93189973409323745,73.373821909055579,-6.4069272173878176,,0.0060667791377695532,0.00047940050864296005,-2.590930878426656e-05,0.002386532793170415,0.0010710175778175898,-0.25881904510252157,0.96592582628906809,0.43388373911755823,-0.90096886790241903
2026-06-12 00:00:00,,,0.99754046376208261,0,,0.10000000000000001,-0.53333333333333333,0.8209432495426181,71.734465078087069,-6.4570831975680907,,0.0065357586119758251,0.00052571419276977252,-0.00021593701633026985,0.0015734284094352236,0.0010544147371670828,0,1,-0.43388373911755801,-0.90096886790241915
2026-06-12 01:00:00,,,0.99893070288766361,0,,0.10000000000000001,-0.53333333333333333,0.3759529745904111,73.964600713040426,-6.4740375633534875,,0.0072535752472202277,0.00058119288719910294,0.00076852339359601007,0.00052667706848147366,0.0010542370742886121,0.25881904510252074,0.96592582628906831,-0.43388373911755801,-0.90096886790241915
2026-06-12 02:00:00,,,0.99788856602689169,0,,-0.10000000000000001,-0.53333333333333333,-0.20117713757487601,67.814075594264835,-6.4891021729453477,,0.0076074823705500364,0.00052075859011649025,-0.00082035521661935618,-0.00026776883935361595,0.0010735758070546636,0.49999999999999994,0.86602540378443871,-0.43388373911755801,-0.90096886790241915
2026-06-12 03:00:00,,,0.99231784169364901,0,,-0.10000000000000001,-0.53333333333333333,-0.40563783120096586,64.298640057953307,-6.5109528604856566,,0.0078044505192318243,0.00041326596272501528,-0.00050117951052083831,-0.00055301133354418441,0.0010823399180586019,0.70710678118654746,0.70710678118654757,-0.43388373911755801,-0.90096886790241915
2026-06-12 04:00:00,,,0.95768109821739855,0,,-0.10000000000000001,-0.53333333333333333,-0.90720561385916121,60.512682472670576,-6.5415356752860747,,0.0078909261695753255,0.00027650387352698544,-0.00056196533720592745,-0.0018835000643461219,0.0010917441384721898,0.8660254037844386,0.50000000000000011,-0.43388373911755801,-0.90096886790241915
2026-06-12 05:00:00,,0.23632838870706963,0.87989680944453208,0,,-0.10000000000000001,-0.53333333333333333,-0.55885221658741902,61.816419435353481,-6.5753968409257517,30.619292469563405,0.0079855954777788511,0.00019175300297551525,0.00030263596151439143,-0.00076050888621237434,0.0010848815343866413,0.96592582628906831,0.25881904510252074,-0.43388373911755801,-0.90096886790241915
2026-06-12 06:00:00,,0.27534556275823052,0.81202554231664836,0.5,,0.10000000000000001,-0.53333333333333333,0.16644889408854532,63.767278137911525,-6.5937121612412151,30.686570444266028,0.0081464746740321659,0.00015509467293130252,0.000458103029330581,0.00019877365363904498,0.0010870439444779611,1,6.123233995736766e-17,-0.43388373911755801,-0.90096886790241915
2026-06-12 07:00:00,,0.27007148975671086,0.69828726665177954,0.5,,0.29999999999999999,-0.53333333333333333,0.56344809653926953,63.503574487835543,-6.6324892228005297,30.749042849347035,0.0081398652111448686,0.00011377194529745851,-3.4566492973509e-05,0.00072617249787146343,0.0010496770066461549,0.96592582628906831,-0.25881904510252063,-0.43388373911755801,-0.90096886790241915
2026-06-12 08:00:00,,0.097741058670978445,-0.11869946692256282,0.5,,-0.29999999999999999,-0.53333333333333333,-0.59531320872117999,54.887052933548922,-6.6140492671002082,29.492343712320501,0.0079980858388596938,-1.5997639423330707e-05,-0.0012192328991082746,-0.00079569636275120259,0.0010947927040260875,0.86602540378443871,-0.49999999999999978,-0.43388373911755801,-0.90096886790241915
2026-06-12 09:00:00,,0.22261386368426372,-0.039994867419128159,0.5,,0.29999999999999999,-0.53333333333333333,0.073098557142249734,61.130693184213186,-6.596178992161728,28.358029662400259,0.0078978702671691769,-5.4645178442172147e-06,0.0013402103974411994,8.6411005359415816e-05,0.0011258028446977817,0.70710678118654757,-0.70710678118654746,-0.43388373911755801,-0.90096886790241915
2026-06-12 10:00:00,,0.15173416204292153,-0.32874474429052547,0.5,,-0.29999999999999999,-0.53333333333333333,-0.34606333001187284,57.586708102146076,-6.5819268622340994,27.236381805400015,0.0077962159532488171,-4.729277072871988e-05,-0.00055315950554388205,-0.00043218200721095723,0.0011327350893119055,0.49999999999999994,-0.86602540378443871,-0.43388373911755801,-0.90096886790241915
2026-06-12 11:00:00,,0.22781575295492063,-0.09981298490098317,0.5,,0.14999999999999999,-0.53333333333333333,0.87187104745578881,61.390787647746031,-6.5487176395336908,27.166411231628775,0.0077813159647764155,-1.4340477494766439e-05,0.00087281531671412615,0.0016598662086114435,0.001145090085867157,0.25881904510252102,-0.9659258262890682,-0.43388373911755801,-0.90096886790241915
