dt,p_high_vol,pred_range_atr
2026-07-17 09:00:00,0.9886211814657043,3.105559703371353
2026-07-17 10:00:00,0.9825363685942189,3.273277801157897
2026-07-17 11:00:00,0.9705206449275506,3.208870838736958
2026-07-17 12:00:00,0.9677754154992017,3.917259371483329
2026-07-17 13:00:00,0.9668394025036602,3.4755159307559262
2026-07-17 14:00:00,0.9927281736912261,3.6819877751063514
2026-07-17 15:00:00,0.9948898941067592,3.976442429872393
2026-07-17 16:00:00,0.9859867819790147,3.9355256861399996
2026-07-17 17:00:00,0.9773990922339891,3.015341671985529
2026-07-17 18:00:00,0.9670013362805546,3.3662557615790196
2026-07-17 19:00:00,0.9266939873368281,2.855575832734425
2026-07-17 20:00:00,0.9194380537106943,3.0822996568800374
2026-07-17 21:00:00,0.9383407997189134,2.942622391106759
2026-07-17 22:00:00,0.900058169075813,2.6096484438918472
2026-07-17 23:00:00,0.643844039945327,0.8524458009962681
2026-07-20 01:00:00,0.8814125904520376,0.8605804981298898
2026-07-20 02:00:00,0.9177093678113668,0.8932959740354157
2026-07-20 03:00:00,0.915645728015515,0.8007651942159104
2026-07-20 04:00:00,0.9089011250320117,1.0281874330625707
2026-07-20 05:00:00,0.6422940712603082,1.1308253837339617
2026-07-20 06:00:00,0.018449838285936184,0.5282948393508985
2026-07-20 07:00:00,0.021009505339420153,0.5682674510599728
2026-07-20 08:00:00,0.11438795357941915,0.9089555143135275
2026-07-20 09:00:00,0.2531674944498273,1.0548176131108253
2026-07-20 10:00:00,0.12717664308234541,0.938034246846688
2026-07-20 11:00:00,0.08592951302949182,0.8322110922218725
2026-07-20 12:00:00,0.04222060479144982,1.0463307746986774
2026-07-20 13:00:00,0.05942754356828279,1.0633853616852038
2026-07-20 14:00:00,0.19701288428142288,1.1367054977431095
2026-07-20 15:00:00,0.8593845331656289,1.989887707775448
2026-07-20 16:00:00,0.8339878307714893,1.8711261742296308
2026-07-20 17:00:00,0.6740710918824593,1.3968542304075342
2026-07-20 18:00:00,0.3073619134749545,1.0773656285008906
2026-07-20 19:00:00,0.28849534923096853,1.1044914840903073
2026-07-20 20:00:00,0.29342338257298456,1.1113255611952266
2026-07-20 21:00:00,0.5039229803471105,1.2883794142677016
2026-07-20 22:00:00,0.11135849021039233,0.7584326422863481
2026-07-20 23:00:00,0.08654483451476011,0.7540866377659381
2026-07-21 01:00:00,0.07414053744232134,0.7606960435261223
2026-07-21 02:00:00,0.0684631184550504,0.6869888664487696
2026-07-21 03:00:00,0.05331054007206255,0.6428940247565271
2026-07-21 04:00:00,0.030129264007166215,0.5367816099179896
2026-07-21 05:00:00,0.018355819768064795,0.49193563879554664
2026-07-21 06:00:00,0.018643006663563652,0.5033050915343347
2026-07-21 07:00:00,0.02327264706135461,0.5552587094171941
2026-07-21 08:00:00,0.04206993856241614,0.6928829830081418
2026-07-21 09:00:00,0.17235935999361085,0.9333183513828204
2026-07-21 10:00:00,0.14532856299912808,0.8683469276670889
