dt,p_high_vol,pred_range_atr
2026-05-11 04:00:00,0.539754511887203,1.5464332023940315
2026-05-11 08:00:00,0.8988628221785259,1.9963877005094124
2026-05-11 12:00:00,0.941817961884437,1.8901940192644635
2026-05-11 16:00:00,0.5778726339572132,1.3557864858347883
2026-05-11 20:00:00,0.29857611094751507,1.075290744978002
2026-05-12 00:00:00,0.20950449341249616,1.327870231106609
2026-05-12 04:00:00,0.40388619670420123,1.6688112489009006
2026-05-12 08:00:00,0.8452960605850357,2.1803340126672723
2026-05-12 12:00:00,0.9025057677955923,2.3244400637646185
2026-05-12 16:00:00,0.2552877342012529,1.6233261078597776
2026-05-12 20:00:00,0.16154351668371136,1.162774763318241
2026-05-13 00:00:00,0.25315256859097585,1.3444126463709665
2026-05-13 04:00:00,0.4265541869955229,1.5183524520612073
2026-05-13 08:00:00,0.8581161344686999,2.202890592567994
2026-05-13 12:00:00,0.7748147138269984,1.8795048062327746
2026-05-13 16:00:00,0.8767144033710724,1.9552857712618508
2026-05-13 20:00:00,0.5279664644243922,1.5276128376848648
2026-05-14 00:00:00,0.3653846386634634,1.6140012989034447
2026-05-14 04:00:00,0.36664431345082377,1.6371240207805988
2026-05-14 08:00:00,0.8029781400948502,1.3379552099117826
2026-05-14 12:00:00,0.5015847041105023,1.3362523631670344
2026-05-14 16:00:00,0.09544314235457436,0.7482562875992017
2026-05-14 20:00:00,0.10167818636580879,0.7268270125073505
2026-05-15 00:00:00,0.1382368438895502,0.877463524335577
2026-05-15 04:00:00,0.41991864291878306,1.0227192712437394
2026-05-15 08:00:00,0.4349107937336846,1.450758924072745
2026-05-15 12:00:00,0.7161247942266976,1.3705160063985826
2026-05-15 16:00:00,0.11098156004606234,0.9318329262272116
2026-05-15 20:00:00,0.2346511791387601,1.0080436772418964
2026-05-18 00:00:00,0.44852485226415545,1.2045884618381353
2026-05-18 04:00:00,0.4122687241817693,1.059626193735865
2026-05-18 08:00:00,0.13767218495555156,1.0773958772851222
2026-05-18 12:00:00,0.30380613669186834,1.1779515966029548
2026-05-18 16:00:00,0.05465405666400265,0.749503423646534
2026-05-18 20:00:00,0.04459647499419684,0.5650802496490914
2026-05-19 00:00:00,0.099088193383389,0.811567873807169
2026-05-19 04:00:00,0.12160259795005293,1.0472459045025924
2026-05-19 08:00:00,0.23770532753521667,1.1218896028967666
2026-05-19 12:00:00,0.6332316379993963,1.402534739272667
2026-05-19 16:00:00,0.07783620222534735,0.830489587734985
2026-05-19 20:00:00,0.10952022685809402,0.8575201957617505
2026-05-20 00:00:00,0.1653471434574393,0.8882432323044906
2026-05-20 04:00:00,0.31094583735876274,1.1211348060417732
2026-05-20 08:00:00,0.21406571280051798,1.0578964208893054
2026-05-20 12:00:00,0.5766896438830188,1.3269629475407037
2026-05-20 16:00:00,0.11668726777813074,0.8340863642972572
2026-05-20 20:00:00,0.06409388724742762,0.7263005317850774
2026-05-21 00:00:00,0.11528467533723347,0.7678704603455289
2026-05-21 04:00:00,0.16305664596808245,0.9029607991283213
2026-05-21 08:00:00,0.23555254577765922,1.0228665577734264
2026-05-21 12:00:00,0.6471006623144987,1.420084451489895
2026-05-21 16:00:00,0.09931320400052618,0.761567051785385
2026-05-21 20:00:00,0.098039745619095,0.6902059843297554
2026-05-22 00:00:00,0.13804043843340996,0.8654693895470668
2026-05-22 04:00:00,0.1818309170401293,0.9585520223718466
2026-05-22 08:00:00,0.2718704957491285,1.1001787685723077
2026-05-22 12:00:00,0.6161674257039267,1.362307454190368
2026-05-22 16:00:00,0.12899333656072165,0.8212339044169273
2026-05-22 20:00:00,0.12240285177204727,0.8475709830317955
2026-05-25 00:00:00,0.10690955249077519,0.8632926853545897
2026-05-25 04:00:00,0.12481300624512036,0.8539428355470928
2026-05-25 08:00:00,0.15554699204046143,0.9085552123319217
2026-05-25 12:00:00,0.34313941097569806,1.1263486480617875
2026-05-25 16:00:00,0.09066211661337478,0.6275856030762957
2026-05-25 20:00:00,0.06080687033071151,0.7860659535157193
2026-05-26 00:00:00,0.11703178203802068,0.8439770979119299
2026-05-26 04:00:00,0.1812333704580329,0.9684279323847316
2026-05-26 08:00:00,0.27447230731938776,1.0427499127576558
2026-05-26 12:00:00,0.5771486391745425,1.3734384611858261
2026-05-26 16:00:00,0.09427183057473178,0.7320307863971481
2026-05-26 20:00:00,0.08071627067468204,0.6625148220511325
2026-05-27 00:00:00,0.13233118655164297,0.8184451830379663
2026-05-27 04:00:00,0.169679740370213,0.8990672731881061
2026-05-27 08:00:00,0.28131028584807094,1.0334870280039197
2026-05-27 12:00:00,0.6535766396782715,1.4389337121758934
2026-05-27 16:00:00,0.1284659174018565,0.8454709182290754
2026-05-27 20:00:00,0.15218141764661694,0.8822697935000461
2026-05-28 00:00:00,0.18945207387562424,0.9006130505808957
2026-05-28 04:00:00,0.5308269827049105,1.3817924254637879
2026-05-28 08:00:00,0.4535467256829227,1.2615116589307607
2026-05-28 12:00:00,0.6085946761597709,1.371777205346717
2026-05-28 16:00:00,0.06300255913395914,0.6936448034329701
2026-05-28 20:00:00,0.06613762222419457,0.6986917146033438
2026-05-29 00:00:00,0.10839062962110883,0.7836178827750873
2026-05-29 04:00:00,0.13376075560100725,0.8756170171357462
2026-05-29 08:00:00,0.2269070916750963,0.9520474333743953
2026-05-29 12:00:00,0.43786702741830685,1.2291563066701656
2026-05-29 16:00:00,0.13875043409396598,0.8397401400621033
2026-05-29 20:00:00,0.11715499204495428,0.7981344380810645
2026-06-01 00:00:00,0.07226619005297089,0.7074586972247615
2026-06-01 04:00:00,0.1251834851379809,0.9235397165648671
